"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"2","T1_1","10000","10000","1","-8491.4","-8473.6","35.7","0.0018"
"3","T1_2","10000","10000","1","-8491.5","-8473.4","36.2","0.0015"
"4","T1_3","10000","10000","1","-8492.6","-8473.5","38.2","0.0009"
"5","T1_4","10000","10000","1","-8491.9","-8473.6","36.6","0.0028"
"6","T1_5","10000","10000","1","-8492.0","-8473.6","36.8","0.0023"
"7","T1_6","10000","10000","1","-8492.0","-8473.6","36.9","0.0066"
"8","T1_7","10000","10000","1","-8493.8","-8473.9","39.9","0.0010"
"9","T1_8","10000","10000","1","-8492.2","-8473.7","36.9","0.0014"
"10","T1_9","10000","10000","1","-8493.7","-8473.6","40.2","0.0004"
"11","T1_10","10000","10000","1","-8492.3","-8473.5","37.5","0.0007"
"12","T2_1","10000","10000","2","-8141.5","-8068.7","145.5","0.0720"
"13","T2_2","10000","10000","2","-8149.6","-8067.8","163.6","0.1099"
"14","T2_3","10000","10000","2","-8104.8","-8040.6","128.4","0.0604"
"15","T2_4","10000","10000","2","-8112.9","-8041.4","143.1","0.0649"
"16","T2_5","10000","10000","2","-8110.4","-8041.2","138.4","0.0587"
"17","T2_6","10000","10000","2","-8107.4","-8041.0","132.8","0.0624"
"18","T2_7","10000","10000","2","-8111.7","-8042.3","138.7","0.0672"
"19","T2_8","10000","10000","2","-8103.9","-8040.8","126.2","0.0579"
"20","T2_9","10000","10000","2","-8145.7","-8067.7","156.1","0.0882"
"21","T2_10","10000","10000","2","-8146.0","-8066.6","158.8","0.0928"
"22","T3_1","10000","10000","3","-7843.0","-7722.2","241.6","0.0507"
"23","T3_2","10000","10000","3","-7831.1","-7718.8","224.6","0.0533"
"24","T3_3","10000","10000","3","-7826.1","-7722.5","207.2","0.0469"
"25","T3_4","10000","10000","3","-7841.1","-7733.7","214.8","0.0449"
"26","T3_5","10000","10000","3","-7837.9","-7722.7","230.5","0.0490"
"27","T3_6","10000","10000","3","-7857.0","-7733.5","246.9","0.0470"
"28","T3_7","10000","10000","3","-7843.6","-7738.7","209.9","0.0436"
"29","T3_8","10000","10000","3","-7835.6","-7722.0","227.3","0.0475"
"30","T3_9","10000","10000","3","-7837.4","-7719.7","235.4","0.0525"
"31","T3_10","10000","10000","3","-7833.1","-7731.1","203.9","0.0469"
"32","T4_1","10000","10000","4","-7575.9","-7452.0","247.8","0.0401"
"33","T4_2","10000","10000","4","-7688.9","-7548.2","281.4","0.0414"
"34","T4_3","10000","10000","4","-7582.7","-7451.9","261.6","0.0390"
"35","T4_4","10000","10000","4","-7578.1","-7448.2","259.8","0.0405"
"36","T4_5","10000","10000","4","-7575.2","-7449.1","252.2","0.0393"
"37","T4_6","10000","10000","4","-7571.9","-7450.9","242.0","0.0375"
"38","T4_7","10000","10000","4","-7594.5","-7473.5","242.0","0.0390"
"39","T4_8","10000","10000","4","-7589.6","-7449.9","279.3","0.0418"
"40","T4_9","10000","10000","4","-7581.2","-7452.7","257.1","0.0400"
"41","T4_10","10000","10000","4","-7703.9","-7559.6","288.4","0.0403"
"42","T5_1","10000","10000","5","-7470.7","-7310.8","319.8","0.0376"
"43","T5_2","10000","10000","5","-7409.6","-7265.7","287.9","0.0350"
"44","T5_3","10000","10000","5","-7554.5","-7388.9","331.1","0.0396"
"45","T5_4","10000","10000","5","-7453.4","-7302.1","302.6","0.0366"
"46","T5_5","10000","10000","5","-7457.0","-7298.2","317.6","0.0390"
"47","T5_6","10000","10000","5","-7418.7","-7277.9","281.5","0.0363"
"48","T5_7","10000","10000","5","-7393.1","-7254.1","277.9","0.0352"
"49","T5_8","10000","10000","5","-7402.3","-7261.5","281.6","0.0358"
"50","T5_9","10000","10000","5","-7409.5","-7253.4","312.1","0.0362"
"51","T5_10","10000","10000","5","-7397.9","-7252.4","291.0","0.0354"
"52","T6_1","10000","10000","6","-7250.9","-7085.2","331.3","0.0342"
"53","T6_2","10000","10000","6","-7342.9","-7155.2","375.5","0.0346"
"54","T6_3","10000","10000","6","-7238.9","-7076.2","325.5","0.0350"
"55","T6_4","10000","10000","6","-7253.9","-7087.8","332.3","0.0341"
"56","T6_5","10000","10000","6","-7254.4","-7085.3","338.3","0.0356"
"57","T6_6","10000","10000","6","-7301.2","-7125.0","352.4","0.0339"
"58","T6_7","10000","10000","6","-7620.2","-7100.6","1039.2","0.0336"
"59","T6_8","10000","10000","6","-7354.1","-7148.6","411.0","0.0359"
"60","T6_9","10000","10000","6","-7265.1","-7112.8","304.6","0.0341"
"61","T6_10","10000","10000","6","-7244.3","-7072.0","344.5","0.0353"
"62","T7_1","10000","10000","7","-7200.5","-7011.2","378.5","0.0331"
"63","T7_2","10000","10000","7","-7168.8","-6927.3","483.1","0.0332"
"64","T7_3","10000","10000","7","-7129.9","-6945.6","368.6","0.0325"
"65","T7_4","10000","10000","7","-7214.9","-7005.8","418.2","0.0319"
"66","T7_5","10000","10000","7","-7110.1","-6923.8","372.4","0.0334"
"67","T7_6","10000","10000","7","-7144.3","-6952.1","384.4","0.0333"
"68","T7_7","10000","10000","7","-7136.9","-6941.2","391.3","0.0344"
"69","T7_8","10000","10000","7","-7135.4","-6951.5","367.8","0.0332"
"70","T7_9","10000","10000","7","-7150.0","-6911.9","476.0","0.0326"
"71","T7_10","10000","10000","7","-7107.9","-6913.9","388.0","0.0343"
"72","T8_1","10000","10000","8","-6984.8","-6775.4","418.6","0.0326"
"73","T8_2","10000","10000","8","-7087.2","-6877.0","420.4","0.0325"
"74","T8_3","10000","10000","8","-6975.1","-6776.3","397.6","0.0330"
"75","T8_4","10000","10000","8","-6978.8","-6786.4","384.7","0.0320"
"76","T8_5","10000","10000","8","-7152.3","-6781.2","742.2","0.0323"
"77","T8_6","10000","10000","8","-6998.7","-6791.7","414.0","0.0338"
"78","T8_7","10000","10000","8","-7016.8","-6819.7","394.2","0.0320"
"79","T8_8","10000","10000","8","-7008.6","-6800.0","417.2","0.0328"
"80","T8_9","10000","10000","8","-7021.7","-6820.8","401.8","0.0315"
"81","T8_10","10000","10000","8","-7044.6","-6833.6","421.8","0.0331"
"82","T9_1","10000","10000","9","-6911.6","-6688.8","445.5","0.0322"
"83","T9_2","10000","10000","9","-6931.1","-6669.7","522.8","0.0319"
"84","T9_3","10000","10000","9","-6903.4","-6666.7","473.4","0.0308"
"85","T9_4","10000","10000","9","-6897.7","-6668.9","457.6","0.0319"
"86","T9_5","10000","10000","9","-6885.2","-6652.8","464.7","0.0315"
"87","T9_6","10000","10000","9","-6944.7","-6719.9","449.6","0.0322"
"88","T9_7","10000","10000","9","-6933.1","-6718.7","428.6","0.0325"
"89","T9_8","10000","10000","9","-6852.8","-6634.0","437.6","0.0318"
"90","T9_9","10000","10000","9","-6901.0","-6686.4","429.2","0.0317"
"91","T9_10","10000","10000","9","-6851.2","-6651.1","400.2","0.0313"
"92","T10_1","10000","10000","10","-6820.6","-6574.0","493.1","0.0316"
"93","T10_2","10000","10000","10","-6772.4","-6543.5","457.8","0.0313"
"94","T10_3","10000","10000","10","-6741.4","-6527.2","428.4","0.0319"
"95","T10_4","10000","10000","10","-6802.1","-6565.4","473.4","0.0306"
"96","T10_5","10000","10000","10","-6773.9","-6543.4","460.9","0.0313"
"97","T10_6","10000","10000","10","-6789.3","-6560.7","457.3","0.0311"
"98","T10_7","10000","10000","10","-6802.8","-6565.5","474.6","0.0325"
"99","T10_8","10000","10000","10","-6776.9","-6540.7","472.4","0.0317"
"100","T10_9","10000","10000","10","-6755.1","-6530.5","449.1","0.0311"
"101","T10_10","10000","10000","10","-6819.5","-6574.7","489.6","0.0306"
"102","T11_1","10000","10000","11","-6655.8","-6414.6","482.3","0.0310"
"103","T11_2","10000","10000","11","-6718.6","-6456.6","524.1","0.0307"
"104","T11_3","10000","10000","11","-6628.9","-6404.0","449.9","0.0307"
"105","T11_4","10000","10000","11","-6659.6","-6415.8","487.6","0.0309"
"106","T11_5","10000","10000","11","-6675.2","-6415.0","520.4","0.0315"
"107","T11_6","10000","10000","11","-6652.3","-6406.8","490.9","0.0306"
"108","T11_7","10000","10000","11","-6642.3","-6403.1","478.4","0.0303"
"109","T11_8","10000","10000","11","-6737.8","-6483.5","508.6","0.0313"
"110","T11_9","10000","10000","11","-6696.0","-6442.8","506.3","0.0311"
"111","T11_10","10000","10000","11","-6710.4","-6467.3","486.2","0.0308"
"112","T12_1","10000","10000","12","-6570.4","-6315.0","510.9","0.0306"
"113","T12_2","10000","10000","12","-6565.9","-6307.7","516.4","0.0306"
"114","T12_3","10000","10000","12","-6577.9","-6306.3","543.2","0.0306"
"115","T12_4","10000","10000","12","-6579.1","-6317.0","524.0","0.0310"
"116","T12_5","10000","10000","12","-6585.4","-6313.0","544.8","0.0299"
"117","T12_6","10000","10000","12","-6931.9","-6333.8","1196.1","0.0312"
"118","T12_7","10000","10000","12","-6575.7","-6300.8","549.9","0.0304"
"119","T12_8","10000","10000","12","-6637.6","-6372.1","531.1","0.0303"
"120","T12_9","10000","10000","12","-6590.9","-6329.4","523.1","0.0303"
"121","T12_10","10000","10000","12","-6572.6","-6302.3","540.6","0.0303"
"122","T13_1","10000","10000","13","-6503.6","-6221.9","563.4","0.0294"
"123","T13_2","10000","10000","13","-6511.0","-6242.5","536.9","0.0299"
"124","T13_3","10000","10000","13","-7293.3","-6228.5","2129.6","0.0302"
"125","T13_4","10000","10000","13","-6490.8","-6214.4","552.9","0.0302"
"126","T13_5","10000","10000","13","-6643.7","-6228.9","829.6","0.0302"
"127","T13_6","10000","10000","13","-6520.7","-6242.4","556.5","0.0301"
"128","T13_7","10000","10000","13","-6559.0","-6285.5","546.9","0.0303"
"129","T13_8","10000","10000","13","-6486.1","-6211.8","548.6","0.0302"
"130","T13_9","10000","10000","13","-6491.9","-6219.4","545.1","0.0307"
"131","T13_10","10000","10000","13","-6456.7","-6198.9","515.7","0.0301"
"132","T14_1","10000","10000","14","-6510.4","-6131.7","757.5","0.0297"
"133","T14_2","10000","10000","14","-6456.8","-6156.4","600.8","0.0301"
"134","T14_3","10000","10000","14","-6425.7","-6122.8","605.7","0.0305"
"135","T14_4","10000","10000","14","-6386.1","-6108.3","555.5","0.0304"
"136","T14_5","10000","10000","14","-6481.2","-6119.9","722.6","0.0299"
"137","T14_6","10000","10000","14","-6581.8","-6162.9","837.8","0.0303"
"138","T14_7","10000","10000","14","-6404.0","-6129.6","548.8","0.0292"
"139","T14_8","10000","10000","14","-6384.4","-6107.3","554.3","0.0302"
"140","T14_9","10000","10000","14","-6440.4","-6165.3","550.3","0.0302"
"141","T14_10","10000","10000","14","-6440.8","-6143.5","594.5","0.0299"
"142","T15_1","10000","10000","15","-6343.2","-6029.4","627.6","0.0298"
"143","T15_2","10000","10000","15","-6376.2","-6056.2","640.0","0.0295"
"144","T15_3","10000","10000","15","-6332.1","-6033.5","597.3","0.0297"
"145","T15_4","10000","10000","15","-6341.5","-6052.3","578.3","0.0295"
"146","T15_5","10000","10000","15","-6374.4","-6073.4","602.1","0.0297"
"147","T15_6","10000","10000","15","-6342.3","-6041.7","601.3","0.0297"
"148","T15_7","10000","10000","15","-6392.9","-6088.7","608.4","0.0295"
"149","T15_8","10000","10000","15","-6343.6","-6043.3","600.5","0.0292"
"150","T15_9","10000","10000","15","-6528.4","-6146.1","764.4","0.0298"
"151","T15_10","10000","10000","15","-6402.0","-6095.1","614.0","0.0298"
"152","T16_1","10000","10000","16","-6301.7","-5971.4","660.7","0.0294"
"153","T16_2","10000","10000","16","-6721.2","-6013.3","1415.9","0.0296"
"154","T16_3","10000","10000","16","-7255.1","-6025.4","2459.4","0.0295"
"155","T16_4","10000","10000","16","-6315.0","-5992.7","644.6","0.0293"
"156","T16_5","10000","10000","16","-6281.2","-5943.9","674.5","0.0295"
"157","T16_6","10000","10000","16","-6279.0","-5964.5","628.9","0.0290"
"158","T16_7","10000","10000","16","-7691.0","-6164.3","3053.3","0.0303"
"159","T16_8","10000","10000","16","-6263.3","-5943.9","638.7","0.0294"
"160","T16_9","10000","10000","16","-6398.9","-6072.1","653.6","0.0302"
"161","T16_10","10000","10000","16","-6321.8","-5945.8","751.9","0.0298"
"162","T17_1","10000","10000","17","-6265.6","-5942.6","646.0","0.0292"
"163","T17_2","10000","10000","17","-6321.5","-5990.3","662.5","0.0303"
"164","T17_3","10000","10000","17","-6191.2","-5865.9","650.6","0.0291"
"165","T17_4","10000","10000","17","-6313.0","-5914.1","797.8","0.0294"
"166","T17_5","10000","10000","17","-6212.3","-5862.3","700.0","0.0298"
"167","T17_6","10000","10000","17","-6739.6","-5878.8","1721.5","0.0294"
"168","T17_7","10000","10000","17","-6206.7","-5866.7","680.1","0.0300"
"169","T17_8","10000","10000","17","-6277.2","-5931.1","692.2","0.0296"
"170","T17_9","10000","10000","17","-6284.8","-5873.5","822.7","0.0293"
"171","T17_10","10000","10000","17","-6386.4","-5963.5","845.9","0.0297"
"172","T18_1","10000","10000","18","-6254.7","-5907.5","694.3","0.0296"
"173","T18_2","10000","10000","18","-6323.6","-5820.6","1006.1","0.0295"
"174","T18_3","10000","10000","18","-6711.3","-5838.7","1745.2","0.0289"
"175","T18_4","10000","10000","18","-6987.1","-5820.5","2333.3","0.0294"
"176","T18_5","10000","10000","18","-7396.5","-5841.0","3111.0","0.0296"
"177","T18_6","10000","10000","18","-6152.5","-5808.2","688.6","0.0294"
"178","T18_7","10000","10000","18","-6192.2","-5863.8","656.9","0.0292"
"179","T18_8","10000","10000","18","-6146.2","-5794.2","704.1","0.0291"
"180","T18_9","10000","10000","18","-6274.7","-5908.2","733.0","0.0299"
"181","T18_10","10000","10000","18","-6408.7","-5869.4","1078.6","0.0301"
"182","T19_1","10000","10000","19","-6176.9","-5834.8","684.3","0.0293"
"183","T19_2","10000","10000","19","-6149.2","-5824.3","649.8","0.0292"
"184","T19_3","10000","10000","19","-6550.4","-5822.8","1455.3","0.0295"
"185","T19_4","10000","10000","19","-6110.6","-5743.2","734.8","0.0292"
"186","T19_5","10000","10000","19","-6522.0","-5777.5","1489.1","0.0293"
"187","T19_6","10000","10000","19","-6138.4","-5744.8","787.1","0.0296"
"188","T19_7","10000","10000","19","-6156.6","-5804.5","704.2","0.0295"
"189","T19_8","10000","10000","19","-6111.7","-5762.0","699.3","0.0291"
"190","T19_9","10000","10000","19","-6229.0","-5863.2","731.8","0.0292"
"191","T19_10","10000","10000","19","-6983.4","-5797.5","2371.7","0.0295"
"192","T20_1","10000","10000","20","-6121.3","-5748.3","746.0","0.0294"
"193","T20_2","10000","10000","20","-6069.4","-5693.0","752.8","0.0292"
"194","T20_3","10000","10000","20","-6226.7","-5702.9","1047.5","0.0291"
"195","T20_4","10000","10000","20","-6373.5","-5723.7","1299.5","0.0291"
"196","T20_5","10000","10000","20","-6849.3","-5963.0","1772.6","0.0296"
"197","T20_6","10000","10000","20","-6145.9","-5776.0","739.9","0.0294"
"198","T20_7","10000","10000","20","-6140.5","-5731.2","818.6","0.0291"
"199","T20_8","10000","10000","20","-6192.1","-5776.4","831.4","0.0293"
"200","T20_9","10000","10000","20","-6051.1","-5693.0","716.0","0.0291"
"201","T20_10","10000","10000","20","-6925.7","-5808.3","2234.8","0.0295"
"202","T21_1","10000","10000","21","-6629.0","-5844.3","1569.4","0.0299"
"203","T21_2","10000","10000","21","-9595.5","-5923.6","7343.8","0.0299"
"204","T21_3","10000","10000","21","-6063.0","-5666.7","792.7","0.0294"
"205","T21_4","10000","10000","21","-6093.5","-5703.5","779.9","0.0293"
"206","T21_5","10000","10000","21","-6329.9","-5762.5","1134.7","0.0297"
"207","T21_6","10000","10000","21","-6361.2","-5750.0","1222.4","0.0290"
"208","T21_7","10000","10000","21","-6267.9","-5687.2","1161.4","0.0287"
"209","T21_8","10000","10000","21","-6188.0","-5671.5","1032.9","0.0294"
"210","T21_9","10000","10000","21","-6292.2","-5679.8","1225.0","0.0294"
"211","T21_10","10000","10000","21","-6779.4","-5691.9","2174.9","0.0292"
"212","T22_1","10000","10000","22","-6096.1","-5682.1","828.0","0.0294"
"213","T22_2","10000","10000","22","-6153.5","-5668.6","969.8","0.0292"
"214","T22_3","10000","10000","22","-6115.6","-5680.3","870.5","0.0297"
"215","T22_4","10000","10000","22","-6056.8","-5638.6","836.5","0.0290"
"216","T22_5","10000","10000","22","-6619.8","-5895.9","1447.8","0.0300"
"217","T22_6","10000","10000","22","-6047.1","-5636.7","820.8","0.0291"
"218","T22_7","10000","10000","22","-6098.5","-5640.9","915.2","0.0294"
"219","T22_8","10000","10000","22","-6223.6","-5652.1","1143.1","0.0290"
"220","T22_9","10000","10000","22","-6172.2","-5641.9","1060.7","0.0289"
"221","T22_10","10000","10000","22","-6221.6","-5634.8","1173.8","0.0290"
"222","T23_1","10000","10000","23","-6326.3","-5628.1","1396.6","0.0295"
"223","T23_2","10000","10000","23","-6088.5","-5650.0","876.9","0.0295"
"224","T23_3","10000","10000","23","-6283.6","-5628.2","1310.8","0.0295"
"225","T23_4","10000","10000","23","-6745.9","-5664.2","2163.3","0.0296"
"226","T23_5","10000","10000","23","-6184.2","-5761.3","845.8","0.0297"
"227","T23_6","10000","10000","23","-6095.4","-5654.1","882.6","0.0295"
"228","T23_7","10000","10000","23","-6359.9","-5669.1","1381.6","0.0291"
"229","T23_8","10000","10000","23","-6238.1","-5620.6","1235.1","0.0291"
"230","T23_9","10000","10000","23","-6671.4","-5717.7","1907.3","0.0296"
"231","T23_10","10000","10000","23","-6314.8","-5717.0","1195.7","0.0297"
"232","T24_1","10000","10000","24","-6177.0","-5598.8","1156.3","0.0296"
"233","T24_2","10000","10000","24","-6047.6","-5546.3","1002.5","0.0290"
"234","T24_3","10000","10000","24","-6249.5","-5577.9","1343.2","0.0294"
"235","T24_4","10000","10000","24","-6527.1","-5668.8","1716.5","0.0292"
"236","T24_5","10000","10000","24","-6178.2","-5608.2","1140.1","0.0296"
"237","T24_6","10000","10000","24","-6163.5","-5599.7","1127.6","0.0295"
"238","T24_7","10000","10000","24","-6126.9","-5623.1","1007.7","0.0296"
"239","T24_8","10000","10000","24","-6297.8","-5669.2","1257.0","0.0291"
"240","T24_9","10000","10000","24","-6055.1","-5618.2","874.0","0.0292"
"241","T24_10","10000","10000","24","-6156.2","-5668.1","976.0","0.0294"
"242","T25_1","10000","10000","25","-6118.0","-5627.8","980.5","0.0297"
"243","T25_2","10000","10000","25","-6169.3","-5673.4","991.9","0.0297"
"244","T25_3","10000","10000","25","-6746.4","-5645.2","2202.4","0.0295"
"245","T25_4","10000","10000","25","-6786.0","-5642.3","2287.3","0.0299"
"246","T25_5","10000","10000","25","-6045.0","-5574.1","941.7","0.0291"
"247","T25_6","10000","10000","25","-6074.6","-5623.1","902.9","0.0294"
"248","T25_7","10000","10000","25","-6082.1","-5632.7","898.8","0.0295"
"249","T25_8","10000","10000","25","-6101.6","-5633.9","935.5","0.0296"
"250","T25_9","10000","10000","25","-6253.0","-5593.3","1319.5","0.0295"
"251","T25_10","10000","10000","25","-6374.6","-5723.1","1302.9","0.0294"
"252","T26_1","10000","10000","26","-6123.0","-5595.1","1055.7","0.0299"
"253","T26_2","10000","10000","26","-6116.8","-5566.1","1101.4","0.0294"
"254","T26_3","10000","10000","26","-6146.4","-5613.0","1066.6","0.0296"
"255","T26_4","10000","10000","26","-6602.0","-5573.8","2056.4","0.0295"
"256","T26_5","10000","10000","26","-6142.6","-5648.8","987.7","0.0296"
"257","T26_6","10000","10000","26","-7326.1","-5618.9","3414.5","0.0297"
"258","T26_7","10000","10000","26","-6103.0","-5602.4","1001.0","0.0298"
"259","T26_8","10000","10000","26","-6219.3","-5622.2","1194.1","0.0294"
"260","T26_9","10000","10000","26","-7015.7","-5668.7","2693.9","0.0301"
"261","T26_10","10000","10000","26","-6567.8","-5656.8","1822.2","0.0298"
"262","T27_1","10000","10000","27","-6109.0","-5613.6","990.9","0.0299"
"263","T27_2","10000","10000","27","-6199.8","-5578.5","1242.6","0.0295"
"264","T27_3","10000","10000","27","-6123.8","-5652.3","942.9","0.0298"
"265","T27_4","10000","10000","27","-6945.7","-5644.9","2601.6","0.0299"
"266","T27_5","10000","10000","27","-6946.9","-5675.5","2542.9","0.0298"
"267","T27_6","10000","10000","27","-6532.6","-5648.7","1767.9","0.0299"
"268","T27_7","10000","10000","27","-6278.9","-5552.8","1452.3","0.0294"
"269","T27_8","10000","10000","27","-6365.6","-5602.9","1525.5","0.0300"
"270","T27_9","10000","10000","27","-6323.9","-5622.2","1403.4","0.0298"
"271","T27_10","10000","10000","27","-6229.4","-5599.0","1260.6","0.0294"
"272","T28_1","10000","10000","28","-6304.6","-5574.5","1460.3","0.0302"
"273","T28_2","10000","10000","28","-7519.8","-5561.4","3916.9","0.0298"
"274","T28_3","10000","10000","28","-6769.5","-5655.4","2228.2","0.0301"
"275","T28_4","10000","10000","28","-6185.3","-5554.0","1262.6","0.0301"
"276","T28_5","10000","10000","28","-6379.0","-5540.5","1677.0","0.0299"
"277","T28_6","10000","10000","28","-6310.9","-5588.6","1444.5","0.0302"
"278","T28_7","10000","10000","28","-6248.8","-5571.7","1354.2","0.0299"
"279","T28_8","10000","10000","28","-6630.6","-5603.0","2055.1","0.0303"
"280","T28_9","10000","10000","28","-6321.6","-5544.1","1555.0","0.0300"
"281","T28_10","10000","10000","28","-7348.9","-5518.5","3660.8","0.0294"
"282","T29_1","10000","10000","29","-6528.7","-5545.2","1967.1","0.0298"
"283","T29_2","10000","10000","29","-6354.3","-5644.1","1420.3","0.0311"
"284","T29_3","10000","10000","29","-6538.4","-5598.7","1879.3","0.0302"
"285","T29_4","10000","10000","29","-6288.6","-5576.8","1423.4","0.0298"
"286","T29_5","10000","10000","29","-6143.6","-5584.7","1117.8","0.0301"
"287","T29_6","10000","10000","29","-6676.8","-5616.0","2121.7","0.0302"
"288","T29_7","10000","10000","29","-6391.3","-5572.6","1637.4","0.0300"
"289","T29_8","10000","10000","29","-6244.0","-5681.3","1125.5","0.0295"
"290","T29_9","10000","10000","29","-8877.7","-5788.7","6177.9","0.0306"
"291","T29_10","10000","10000","29","-7035.4","-5629.7","2811.5","0.0301"
"292","T30_1","10000","10000","30","-7137.6","-5606.4","3062.4","0.0301"
"293","T30_2","10000","10000","30","-8496.1","-8465.6","60.9","3.3386"
"294","T30_3","10000","10000","30","-8601.0","-5592.2","6017.5","0.0301"
"295","T30_4","10000","10000","30","-6549.2","-5632.5","1833.4","0.0303"
"296","T30_5","10000","10000","30","-6240.4","-5553.4","1374.0","0.0298"
"297","T30_6","10000","10000","30","-14829.9","-5761.6","18136.7","0.0305"
"298","T30_7","10000","10000","30","-6312.7","-5548.3","1528.8","0.0305"
"299","T30_8","10000","10000","30","-6260.1","-5528.8","1462.5","0.0300"
"300","T30_9","10000","10000","30","-14928.0","-5905.6","18044.9","0.0310"
"301","T30_10","10000","10000","30","-7677.4","-5608.8","4137.0","0.0304"
"302","T31_1","10000","10000","31","-6907.0","-5643.5","2527.2","0.0303"
"303","T31_2","10000","10000","31","-6293.3","-5586.3","1414.0","0.0298"
"304","T31_3","10000","10000","31","-6373.1","-5566.1","1614.0","0.0301"
"305","T31_4","10000","10000","31","-6320.6","-5603.2","1434.8","0.0301"
"306","T31_5","10000","10000","31","-7154.0","-5514.2","3279.7","0.0298"
"307","T31_6","10000","10000","31","-6194.3","-5566.3","1256.0","0.0305"
"308","T31_7","10000","10000","31","-6244.9","-5536.1","1417.6","0.0300"
"309","T31_8","10000","10000","31","-6691.5","-5578.8","2225.3","0.0309"
"310","T31_9","10000","10000","31","-6677.3","-5609.8","2135.1","0.0303"
"311","T31_10","10000","10000","31","-6345.0","-5591.8","1506.4","0.0306"
"312","T32_1","10000","10000","32","-6288.7","-5594.5","1388.6","0.0303"
"313","T32_2","10000","10000","32","-6461.9","-5585.8","1752.1","0.0302"
"314","T32_3","10000","10000","32","-6548.5","-5541.7","2013.5","0.0301"
"315","T32_4","10000","10000","32","-7188.5","-5570.0","3236.9","0.0307"
"316","T32_5","10000","10000","32","-8499.9","-8463.5","72.7","3.0678"
"317","T32_6","10000","10000","32","-8494.4","-8468.5","51.9","6.2699"
"318","T32_7","10000","10000","32","-8498.9","-8468.3","61.2","3.7631"
"319","T32_8","10000","10000","32","-6414.4","-5595.2","1638.4","0.0302"
"320","T32_9","10000","10000","32","-6394.0","-5589.1","1609.8","0.0308"
"321","T32_10","10000","10000","32","-6465.5","-5653.1","1624.9","0.0305"
"322","T33_1","10000","10000","33","-6580.9","-5627.1","1907.6","0.0302"
"323","T33_2","10000","10000","33","-6295.2","-5598.0","1394.2","0.0311"
"324","T33_3","10000","10000","33","-7105.4","-5567.2","3076.5","0.0304"
"325","T33_4","10000","10000","33","-6655.3","-5641.5","2027.6","0.0304"
"326","T33_5","10000","10000","33","-6465.2","-5590.7","1749.0","0.0305"
"327","T33_6","10000","10000","33","-6711.5","-5654.3","2114.3","0.0306"
"328","T33_7","10000","10000","33","-6915.1","-5690.5","2449.2","0.0312"
"329","T33_8","10000","10000","33","-6314.9","-5625.6","1378.6","0.0304"
"330","T33_9","10000","10000","33","-6818.1","-5549.7","2536.7","0.0303"
"331","T33_10","10000","10000","33","-7021.5","-5598.6","2845.9","0.0307"
"332","T34_1","10000","10000","34","-11258.5","-5714.1","11088.8","0.0314"
"333","T34_2","10000","10000","34","-533794.9","-6407.5","1054774.8","0.2214"
"334","T34_3","10000","10000","34","-6607.5","-5660.3","1894.3","0.0304"
"335","T34_4","10000","10000","34","-6264.8","-5576.0","1377.7","0.0306"
"336","T34_5","10000","10000","34","-6685.7","-5647.6","2076.2","0.0312"
"337","T34_6","10000","10000","34","-6567.8","-5622.6","1890.3","0.0306"
"338","T34_7","10000","10000","34","-6372.2","-5547.3","1649.8","0.0307"
"339","T34_8","10000","10000","34","-6849.0","-5572.4","2553.3","0.0305"
"340","T34_9","10000","10000","34","-6450.0","-5646.0","1607.9","0.0306"
"341","T34_10","10000","10000","34","-6476.4","-5611.2","1730.5","0.0304"
"342","T35_1","10000","10000","35","-6409.6","-5568.8","1681.7","0.0309"
"343","T35_2","10000","10000","35","-6350.4","-5541.7","1617.5","0.0301"
"344","T35_3","10000","10000","35","-6418.9","-5635.3","1567.3","0.0306"
"345","T35_4","10000","10000","35","-6284.4","-5516.8","1535.2","0.0304"
"346","T35_5","10000","10000","35","-6765.7","-5677.3","2176.9","0.0309"
"347","T35_6","10000","10000","35","-6307.2","-5541.0","1532.3","0.0307"
"348","T35_7","10000","10000","35","-6937.7","-5561.2","2752.9","0.0306"
"349","T35_8","10000","10000","35","-7108.6","-5574.2","3068.8","0.0304"
"350","T35_9","10000","10000","35","-6598.6","-5652.5","1892.2","0.0310"
"351","T35_10","10000","10000","35","-6501.1","-5538.9","1924.3","0.0308"
"352","T36_1","10000","10000","36","-6474.5","-5605.7","1737.7","0.0304"
"353","T36_2","10000","10000","36","-6695.4","-5713.7","1963.5","0.0311"
"354","T36_3","10000","10000","36","-8495.3","-8464.9","60.9","3.1572"
"355","T36_4","10000","10000","36","-6490.4","-5547.8","1885.2","0.0311"
"356","T36_5","10000","10000","36","-8497.5","-8468.8","57.4","4.6220"
"357","T36_6","10000","10000","36","-6407.8","-5628.6","1558.4","0.0312"
"358","T36_7","10000","10000","36","-8493.5","-8467.8","51.4","2.5987"
"359","T36_8","10000","10000","36","-6377.1","-5582.6","1588.9","0.0312"
"360","T36_9","10000","10000","36","-7157.4","-5576.1","3162.5","0.0306"
"361","T36_10","10000","10000","36","-6926.8","-5601.6","2650.4","0.0309"
"362","T37_1","10000","10000","37","-7861.8","-5608.8","4506.0","0.0312"
"363","T37_2","10000","10000","37","-6533.2","-5626.5","1813.4","0.0310"
